City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Year,Month,Day,Weekday,Pollutant_Index,Anomaly
Bangalore,06-06-2020,92,222.5,93.3,117.5,113.1,34.6,7.35,94.3,38.5,204.4,Poor,2020,6,6,5,112.96,1
Delhi,07-06-2020,151.3,162,100.8,105.4,34,33.6,1.79,41.2,128.2,324.3,Very Poor,2020,6,7,6,117.62,1
Mumbai,07-06-2020,10.5,267.3,78,111.7,111.4,12.6,6.04,91.6,187.1,246.9,Poor,2020,6,7,6,133.64,1
Chennai,07-06-2020,464.4,489.1,97.5,142.2,100.1,38.6,2.02,22.5,16.3,484.4,Severe,2020,6,7,6,226.9,-1
Kolkata,07-06-2020,490.8,312.8,176.9,13.9,150.1,42.2,0.27,14.3,145.6,262.8,Poor,2020,6,7,6,195.48,1
Bangalore,07-06-2020,271.9,45.8,63.8,15,196.8,38.2,0.13,39.1,136,421.9,Severe,2020,6,7,6,101.56,1
Delhi,08-06-2020,281.7,516,188.7,78.8,88,28.5,4.43,33.1,177.6,431.7,Severe,2020,6,8,0,217.44,1
Mumbai,08-06-2020,491.6,97.7,51.3,70.3,191.5,47.8,6.82,60.1,151.3,175.3,Moderate,2020,6,8,0,174.2,1
Chennai,08-06-2020,208.3,118.6,82.4,134.5,241.2,17.1,1.51,29.2,146.6,368,Very Poor,2020,6,8,0,127.44,1
Kolkata,08-06-2020,364.3,99.8,80.8,102,79.5,28.5,6.95,63.8,60.6,161.8,Moderate,2020,6,8,0,138.1,1
Bangalore,08-06-2020,39.4,102,95.6,92,31.6,33.8,1.78,34.9,53.9,112,Moderate,2020,6,8,0,64.44,1
Delhi,09-06-2020,295.8,226,77.2,39.5,88.4,19.9,2.85,67.8,179,445.8,Severe,2020,6,9,1,161.62,1
Mumbai,09-06-2020,392.7,49.7,179.2,146.3,65.8,17.8,3.83,8.7,139.2,166.3,Moderate,2020,6,9,1,147.32,1
Chennai,09-06-2020,409.4,377.5,111.9,148.2,183.2,28.4,4.71,32.4,124.2,334.2,Very Poor,2020,6,9,1,218.34,1
Kolkata,09-06-2020,116.4,60.9,197.1,107.2,35.9,32.9,6.47,18.1,134.8,287.7,Poor,2020,6,9,1,87.48,1
Bangalore,09-06-2020,247.9,249.2,86.9,1.3,39.7,27.8,1.94,91.1,126.8,398.4,Very Poor,2020,6,9,1,143.26,1
Delhi,10-06-2020,415.2,206.8,147.8,25.7,133,36.7,0.25,4.6,143.2,171.3,Moderate,2020,6,10,2,159.1,1
Mumbai,10-06-2020,269.1,594.5,169.9,34.6,243.3,40.8,5.34,33.1,16.9,419.1,Severe,2020,6,10,2,189.64,1
Chennai,10-06-2020,161.5,132.4,10.4,27,226.4,12.2,8.53,64.1,100.6,332.1,Very Poor,2020,6,10,2,97.12,1
Kolkata,10-06-2020,392.3,568.4,184.8,130.3,28,45.7,2.64,86.1,150.7,174.4,Moderate,2020,6,10,2,265.56,-1
Bangalore,10-06-2020,286.4,421,119.4,5,229.4,12.9,5.7,78,22.6,436.4,Severe,2020,6,10,2,162.6,1
Delhi,11-06-2020,475.5,326.3,22.6,138.4,56.1,1.5,5.4,51.5,75.6,276.3,Poor,2020,6,11,3,213.46,1
Mumbai,11-06-2020,455.4,336.5,159.7,12.5,108,33,7.72,11.3,198.1,286.5,Poor,2020,6,11,3,202.76,1
Chennai,11-06-2020,73.2,175.6,170.1,112.8,14.6,11.6,3.9,37.7,197.1,272.3,Poor,2020,6,11,3,119.28,1
Kolkata,11-06-2020,185.9,421.5,42.7,93.7,166.3,24.7,6.72,21.8,61.5,389.3,Very Poor,2020,6,11,3,156.88,1
Bangalore,11-06-2020,376.1,541.5,6,108.3,223.8,17.8,1.98,24.3,198.5,275.9,Poor,2020,6,11,3,249.74,1
Delhi,12-06-2020,295.4,554.5,187.5,64.2,222.6,3.5,4.67,91.3,148.5,445.4,Severe,2020,6,12,4,230.78,1
Mumbai,12-06-2020,34.1,486,133.5,126.4,157.8,35.3,2.88,81.9,7.1,479.9,Severe,2020,6,12,4,147.1,-1
Chennai,12-06-2020,60.2,290.8,116.6,32.5,94.1,19.3,2.27,51.6,74.1,240.8,Poor,2020,6,12,4,101.84,1
Kolkata,12-06-2020,32.7,488.6,59,43.5,129.1,3.6,4.64,72.6,79,483.6,Severe,2020,6,12,4,143.28,1
Bangalore,12-06-2020,414.3,311,127.2,38.9,227.8,15.4,0.94,66.1,141.4,261,Poor,2020,6,12,4,194.34,1
Delhi,13-06-2020,244.7,101,112.6,14.3,199.5,6.3,1.2,58.2,133,395.9,Very Poor,2020,6,13,5,110.24,1
Mumbai,13-06-2020,294.9,292.7,87.2,77.2,24.3,20,1.27,28.8,161.7,444.9,Severe,2020,6,13,5,171.06,1
Chennai,13-06-2020,104.4,512.1,144.3,65.9,4.6,37.7,0.17,57.3,77.2,246.7,Poor,2020,6,13,5,163.38,1
Kolkata,13-06-2020,83.1,249.3,17.4,7.3,132.4,5.9,1.03,2.7,155.5,199.5,Moderate,2020,6,13,5,99.58,1
Bangalore,13-06-2020,176.8,427.9,119.8,45.4,134.7,19.6,5.26,95,168.2,397.4,Very Poor,2020,6,13,5,182.66,1
Delhi,14-06-2020,492.2,553.6,58.6,57.3,151.6,32.9,1.37,6.5,65.9,71.5,Satisfactory,2020,6,14,6,235.1,-1
Mumbai,14-06-2020,62.5,234.9,172.7,28.5,128.2,47.7,7.69,81.8,61.3,190,Moderate,2020,6,14,6,93.8,1
Chennai,14-06-2020,295.9,49.5,81.2,13.1,5.7,24.4,0.39,27.6,27,445.9,Severe,2020,6,14,6,82.62,1
Kolkata,14-06-2020,307.7,152.6,109.6,99.2,243.8,33.9,4.79,3.8,182.5,457.7,Severe,2020,6,14,6,149.16,1
Bangalore,14-06-2020,53.4,119.3,2,47.8,131.2,25.9,1.66,38.8,110.9,115.6,Moderate,2020,6,14,6,74.04,1
Delhi,15-06-2020,373.7,124.9,101.9,80,107.4,38,1.93,52.3,167.8,199.7,Moderate,2020,6,15,0,159.74,1
Mumbai,15-06-2020,118.5,25.8,114.7,86.2,165,12.6,5.87,31.1,82.7,294.9,Poor,2020,6,15,0,68.86,1
Chennai,15-06-2020,51.2,11.7,150.5,91.5,249.8,37.8,2.86,49.7,22.3,111.5,Moderate,2020,6,15,0,45.28,-1
Kolkata,15-06-2020,16.5,296.3,188.8,36.6,120.6,39.4,9.87,51.8,135,246.3,Poor,2020,6,15,0,107.24,1
Bangalore,15-06-2020,403.9,458.8,63.2,113.6,34.2,0.2,1.96,42.8,147.9,440.9,Severe,2020,6,15,0,233.4,1
Delhi,16-06-2020,334.1,227.7,118.6,25.2,189.4,14.9,1.45,58.2,3.8,484.1,Severe,2020,6,16,1,129.8,1
Mumbai,16-06-2020,207.8,515,145.3,63.6,187.1,16.1,3.98,6.6,158.1,367.6,Very Poor,2020,6,16,1,190.22,1
Chennai,16-06-2020,287.7,519.2,93.7,119.8,35.7,2.9,2.26,80.7,118.4,437.7,Severe,2020,6,16,1,225.16,1
Kolkata,16-06-2020,378.2,87.6,57.9,41.4,95.9,45.7,2.88,32.1,107.1,110.8,Moderate,2020,6,16,1,129.28,1
Bangalore,16-06-2020,165.7,325.2,87.4,6.2,188.9,7.1,2.28,54.3,36,335.3,Very Poor,2020,6,16,1,117.48,1
Delhi,17-06-2020,18.2,543.1,142.9,12.7,12.8,0.5,9.73,14.7,184.1,239.3,Poor,2020,6,17,2,154.56,1
Mumbai,17-06-2020,380.6,269.5,37,117,19.9,37.8,0.91,42.7,152.6,219.5,Poor,2020,6,17,2,192.48,1
Chennai,17-06-2020,476.7,556.6,121.3,100.5,173.8,1.4,6.64,71.1,30.4,157.9,Moderate,2020,6,17,2,247.06,-1
Kolkata,17-06-2020,136.9,274.9,33.4,104,159.1,11.6,8.86,4.5,144.4,313.2,Very Poor,2020,6,17,2,132.94,1
Bangalore,17-06-2020,377.5,453,118.8,105.7,238.6,17.6,5.88,19.4,117.3,432.6,Severe,2020,6,17,2,214.58,1
Delhi,18-06-2020,129.3,185.1,113.7,143,135.9,16,1.77,96.2,123.1,307.4,Very Poor,2020,6,18,3,135.34,1
Mumbai,18-06-2020,180.4,497.6,129.9,101.5,159.6,46.3,1.38,44.7,130.8,496.6,Severe,2020,6,18,3,191,1
Chennai,18-06-2020,243.9,119.4,171.2,100.3,197.8,19.8,3.14,21.2,94.6,395.3,Very Poor,2020,6,18,3,115.88,1
Kolkata,18-06-2020,141,365.8,139,94.5,54.9,40.1,0.74,32.3,178.8,319.5,Very Poor,2020,6,18,3,162.48,1
Bangalore,18-06-2020,38.1,321.3,123.7,107.8,180.9,5.2,8.57,19.3,40.2,271.3,Poor,2020,6,18,3,105.34,1
Delhi,19-06-2020,36,593.9,70.9,4.4,125.5,43.9,1.15,12,197.8,274.1,Poor,2020,6,19,4,168.82,-1
Mumbai,19-06-2020,21.9,143.6,107.5,142.5,245.6,38,7.44,24.5,114.3,167.9,Moderate,2020,6,19,4,89.36,1
Chennai,19-06-2020,14.5,515.7,51.8,92.2,54.2,47.9,8.75,46.9,196.5,270.8,Poor,2020,6,19,4,173.16,1
Kolkata,19-06-2020,471.2,450.7,97.2,4.2,5.8,4.1,2.79,40.4,84,429.3,Severe,2020,6,19,4,210.1,1
Bangalore,19-06-2020,208.2,294.8,20.2,78.8,189.9,1.5,5.09,4.6,94.3,367.9,Very Poor,2020,6,19,4,136.14,1
Delhi,20-06-2020,280.1,526,136.5,107.6,93.8,46.3,7.54,50.5,91.4,430.1,Severe,2020,6,20,5,211.12,1
Mumbai,20-06-2020,256.7,350.2,72.7,65.8,38.4,21.2,6.99,46.5,139.2,406.7,Severe,2020,6,20,5,171.68,1
Chennai,20-06-2020,491.8,132,81.3,43.8,188,29.7,4.01,1.1,117.6,125.5,Moderate,2020,6,20,5,157.26,1
Kolkata,20-06-2020,295.2,43.8,61.7,119.9,120.6,17.5,2.38,31.2,166.9,445.2,Severe,2020,6,20,5,131.4,1
Bangalore,20-06-2020,457.4,338.1,116.2,19.3,28.4,46.9,5.28,99.7,118.2,288.1,Poor,2020,6,20,5,206.54,1
Delhi,21-06-2020,362.7,544,47.9,85.2,197.3,37.3,0.35,94.1,41.5,105.3,Moderate,2020,6,21,6,225.5,-1
Mumbai,21-06-2020,307.7,554.2,48.8,107.8,93,47.1,8.15,48.1,4.1,457.7,Severe,2020,6,21,6,204.38,1
Chennai,21-06-2020,398.9,561.1,27.3,119.6,67.8,25.3,8.1,46.3,31.9,176.2,Moderate,2020,6,21,6,231.56,1
Kolkata,21-06-2020,157.1,174.5,181.5,76,118.1,12.1,7.23,21,108.1,328.7,Very Poor,2020,6,21,6,107.34,1
Bangalore,21-06-2020,99.4,421.6,133.5,33.9,202.9,9.2,5.58,53.6,20.5,389.5,Very Poor,2020,6,21,6,125.8,1
Delhi,22-06-2020,417.6,522.6,58.8,1.5,110.4,19.4,7.61,62.5,20.6,170,Moderate,2020,6,22,0,204.96,1
Mumbai,22-06-2020,411,133.9,80.3,57.1,79.7,9.6,9.58,22,75.8,194.7,Moderate,2020,6,22,0,139.96,1
Chennai,22-06-2020,264.2,275.3,99.3,89,18.3,43.5,1.99,21.2,87.9,414.2,Severe,2020,6,22,0,147.52,1
Kolkata,22-06-2020,74.2,440.9,150.6,85.7,38.7,22.7,9.78,78.5,53.7,415.2,Severe,2020,6,22,0,146.6,1
Bangalore,22-06-2020,248.5,362.6,23.9,4.9,77.5,20.9,3.81,76.5,187.1,398.8,Very Poor,2020,6,22,0,175.92,1
Delhi,23-06-2020,103.7,0.3,40.4,49.6,233,19.9,5.28,91.9,183.6,244.4,Poor,2020,6,23,1,85.82,1
Mumbai,23-06-2020,43.4,329.5,42.5,39,104.8,21.4,5.7,67.4,143.2,279.5,Poor,2020,6,23,1,124.5,1
Chennai,23-06-2020,215.1,315.4,95.7,129.2,21,30.3,7.71,21.6,76.8,373.2,Very Poor,2020,6,23,1,151.62,1
Kolkata,23-06-2020,360.9,468,191.6,30,104.7,40.9,3.86,0.3,106.3,454.1,Severe,2020,6,23,1,193.1,1
Bangalore,23-06-2020,366.9,371.1,39.4,108.2,99.1,28.3,2.67,8,96.3,326.2,Very Poor,2020,6,23,1,190.1,1
Delhi,24-06-2020,218.9,589.1,45.6,90.9,165.4,14.4,0.12,26.3,128.6,376.1,Very Poor,2020,6,24,2,210.76,1
Mumbai,24-06-2020,238.7,473.4,56,116.3,224.2,49.2,8.36,53.6,48.3,461.8,Severe,2020,6,24,2,186.06,1
Chennai,24-06-2020,352.4,344.1,81.9,96.5,160.2,43.2,5.39,70,129.1,294.1,Poor,2020,6,24,2,198.42,1
Kolkata,24-06-2020,478.6,56.9,135.3,65.4,106.5,19.4,4.78,35.4,20.3,134.6,Moderate,2020,6,24,2,131.32,-1
Bangalore,24-06-2020,278.2,581.7,146.3,10.6,37.5,3.1,2.73,79.7,48.1,428.2,Severe,2020,6,24,2,199.66,1
Delhi,25-06-2020,17.8,269.3,184.1,17.5,195.8,38.3,9.64,64,101,219.3,Poor,2020,6,25,3,93.92,1
Mumbai,25-06-2020,36.9,150.8,126.4,21.5,30.9,10.4,8.9,16,13.9,186.2,Moderate,2020,6,25,3,47.82,-1
Chennai,25-06-2020,260.5,339.7,152.6,7.1,39.8,47.2,5.71,63,59,410.5,Severe,2020,6,25,3,145.86,1
Kolkata,25-06-2020,166.7,54.6,199.8,135.8,23,11.8,5.22,12.1,17.7,336.1,Very Poor,2020,6,25,3,77.38,1
Bangalore,25-06-2020,491.1,217.4,78.2,76.3,215.5,14.3,5.74,23.1,107.6,178.3,Moderate,2020,6,25,3,183.1,1
Delhi,26-06-2020,294.2,271.2,0.4,126.6,11.9,46.1,9.28,36.6,150.9,444.2,Severe,2020,6,26,4,175.9,1
Mumbai,26-06-2020,481.2,537.6,145.9,30.5,206.8,27,2.6,45,137,154.2,Moderate,2020,6,26,4,246.26,1
Chennai,26-06-2020,345.7,75.4,173.8,129.9,227.2,15.1,8.32,19.2,41.8,495.7,Severe,2020,6,26,4,122.4,1
Kolkata,26-06-2020,208.4,124.7,182,144.5,233,10.9,3,52.5,42.3,368.1,Very Poor,2020,6,26,4,114.48,1
Bangalore,26-06-2020,339.7,498.2,115.2,99.5,126.2,30.2,2.29,83.3,155.4,497.4,Severe,2020,6,26,4,235.22,1
Delhi,27-06-2020,435.1,97.5,77.6,70.3,146.6,39.9,6.9,60.7,176.8,220.8,Poor,2020,6,27,5,168.08,1
Mumbai,27-06-2020,19.9,439.6,188.5,6.5,38.3,36.4,2.13,3.6,45.7,413.3,Severe,2020,6,27,5,103.06,1
Chennai,27-06-2020,148.7,189.4,84.1,65.9,92.7,45.3,4.13,13.5,135.7,322.3,Very Poor,2020,6,27,5,110.64,1
Kolkata,27-06-2020,151.8,534,65.2,43,171.7,9,2.86,84.4,196.1,324.6,Very Poor,2020,6,27,5,201.86,1
Bangalore,27-06-2020,387.1,479.7,167.6,104.8,23.8,0.8,2.75,24.8,71.3,470.9,Severe,2020,6,27,5,213.54,1
Delhi,28-06-2020,232.3,33,120.7,16.3,193.3,20.2,6.33,40,187.4,386.4,Very Poor,2020,6,28,6,101.8,1
Mumbai,28-06-2020,55.3,210.3,84.3,127.7,178.5,30.8,2.6,35.2,136,173.6,Moderate,2020,6,28,6,112.9,1
Chennai,28-06-2020,463.1,596.4,163.4,14.4,64.4,49.4,4.83,40.1,116.7,135.2,Moderate,2020,6,28,6,246.14,-1
Kolkata,28-06-2020,222.8,259.9,125.8,66.2,178.6,36.4,0.57,0.2,185.4,379.1,Very Poor,2020,6,28,6,146.9,1
Bangalore,28-06-2020,257.5,585,39,86.2,9.1,34.3,0.96,36.3,48.8,407.5,Severe,2020,6,28,6,202.76,1
Delhi,29-06-2020,218.2,204,41.2,32.3,87.6,0.5,9.31,45.7,19.7,375.6,Very Poor,2020,6,29,0,103.98,1
Mumbai,29-06-2020,146.6,19.2,93.7,76.2,160.3,41.5,5.32,16.8,128.6,320.6,Very Poor,2020,6,29,0,77.48,1
Chennai,29-06-2020,498.5,449.9,119.6,77.7,148.9,48,8.76,55.8,82.7,428.1,Severe,2020,6,29,0,232.92,1
Kolkata,29-06-2020,329.5,203.2,63.3,63.1,24.8,20.9,6.2,89,36.5,479.5,Severe,2020,6,29,0,144.26,1
Bangalore,29-06-2020,360.1,542.3,172.8,35.4,68.1,12.4,1.24,2.7,33.6,58.6,Satisfactory,2020,6,29,0,194.82,-1
Delhi,30-06-2020,37,537.6,106.4,61.5,204.5,39.8,9.51,25,24.7,193.9,Moderate,2020,6,30,1,137.16,1
Mumbai,30-06-2020,328.1,428.4,22.3,95.7,79.3,25.8,8.87,51.1,112.6,478.1,Severe,2020,6,30,1,203.18,1
Chennai,30-06-2020,129.1,218.2,60.2,1.4,98.2,13.5,3.88,15.2,60.2,307.2,Very Poor,2020,6,30,1,84.82,1
Kolkata,30-06-2020,167.9,300.3,85.6,121.2,143.9,40.4,7.83,92.2,178,337,Very Poor,2020,6,30,1,171.92,1
Bangalore,30-06-2020,109.8,214.3,40.3,24,200,9.9,5.11,93.6,194.7,266.2,Poor,2020,6,30,1,127.28,1
Delhi,01-07-2020,115.3,140.1,104.4,78.6,66.2,32.9,0.25,63.3,29.3,284,Poor,2020,7,1,2,85.32,1
Mumbai,01-07-2020,334.9,313.4,157.9,16.8,85.4,11.5,9.5,24.8,44.2,484.9,Severe,2020,7,1,2,146.82,1
Chennai,01-07-2020,92.7,441,153.1,126.3,134.6,39.1,1.4,42.2,33,415.3,Severe,2020,7,1,2,147.04,1
Kolkata,01-07-2020,462.1,196.7,63.7,38.6,55.8,4.2,0.44,96.3,67.4,164.6,Moderate,2020,7,1,2,172.22,1
Bangalore,01-07-2020,462.3,110.9,28.8,36.6,85.4,41.6,3.63,24.4,142.6,162.5,Moderate,2020,7,1,2,155.36,1
Delhi,02-07-2020,102.8,139.3,139.1,82,86.7,35.4,4.06,42.9,182.2,241.3,Poor,2020,7,2,3,109.84,1
Mumbai,02-07-2020,121.2,45.9,33.2,52.3,193.5,45.7,4.69,41.4,88.5,301.2,Very Poor,2020,7,2,3,69.86,1
Chennai,02-07-2020,396.3,174.7,11.7,98.3,200.2,23,0.69,16.9,142.8,162.8,Moderate,2020,7,2,3,165.8,1
Kolkata,02-07-2020,155.5,268.6,77,80,162,1.4,2.27,67,39.4,327.5,Very Poor,2020,7,2,3,122.1,1
Bangalore,02-07-2020,65.6,180.6,55.3,101.9,241.6,17.3,0.58,75.9,175.7,218,Poor,2020,7,2,3,119.94,1
Delhi,03-07-2020,395.8,61.8,192.7,116.4,115.6,11.9,1.26,97.7,61.2,136.4,Moderate,2020,7,3,4,146.58,1
Mumbai,03-07-2020,4.5,171.4,141.4,35,172,22.2,3.58,94,172.3,209.4,Poor,2020,7,3,4,95.44,1
Chennai,03-07-2020,322.1,467.1,27.8,38.3,204.6,40.5,6.34,100,1.6,472.1,Severe,2020,7,3,4,185.82,1
Kolkata,03-07-2020,472.2,522.3,71.2,127.5,2.2,42.1,8.49,42.1,33.7,181.1,Moderate,2020,7,3,4,239.56,1
Bangalore,03-07-2020,381,209.7,166.4,54.3,137.7,40.5,0.88,46.8,111.4,173.2,Moderate,2020,7,3,4,160.64,1
Delhi,04-07-2020,319.3,166.7,172.1,73.5,32.6,20.4,0.78,37.5,3.9,469.3,Severe,2020,7,4,5,120.18,1
Mumbai,04-07-2020,492.5,162.1,50.2,35.8,32.6,5.3,0.87,48.8,125.3,141.6,Moderate,2020,7,4,5,172.9,1
Chennai,04-07-2020,19.8,519.7,186.7,143.9,55,7.9,3.4,34.4,145.6,166.9,Moderate,2020,7,4,5,172.68,1
Kolkata,04-07-2020,353.5,290.1,104.8,51.4,67.5,32.5,6.5,91.5,4.2,240.1,Poor,2020,7,4,5,158.14,1
Bangalore,04-07-2020,242.2,452.4,89.6,16.1,204.7,0.5,5.88,48.1,168.3,431.7,Severe,2020,7,4,5,185.42,1
Delhi,05-07-2020,209.7,548.9,55.4,30.6,161.7,23,6.81,44.4,45.6,369.1,Very Poor,2020,7,5,6,175.84,1
Mumbai,05-07-2020,92.2,245.5,44.7,18.3,200.7,45.2,5.73,92.5,59.5,205.1,Poor,2020,7,5,6,101.6,1
Chennai,05-07-2020,70.1,404.2,24.8,14.5,239.3,13.7,1.54,13.3,109.3,367.7,Very Poor,2020,7,5,6,122.28,1
Kolkata,05-07-2020,50.2,396.1,169.1,23.5,33.1,6.2,4.12,79.6,41.9,357.5,Very Poor,2020,7,5,6,118.26,1
Bangalore,05-07-2020,62.6,359.8,28.4,62,5.4,44.9,1.82,17.8,74.7,312,Very Poor,2020,7,5,6,115.38,1
Delhi,06-07-2020,391.1,390,112.5,30.7,193.8,9.7,4.62,89.6,85.3,349.9,Very Poor,2020,7,6,0,197.34,1
Mumbai,06-07-2020,130.2,317.3,25.8,78.6,130.8,4.7,0.65,58.5,167.3,308.1,Very Poor,2020,7,6,0,150.38,1
Chennai,06-07-2020,258,29.6,116,134.8,118.7,30.1,3.53,27.7,8.9,408,Severe,2020,7,6,0,91.8,1
Kolkata,06-07-2020,326.5,227.1,157.6,39.7,223.8,6.7,2.4,87.3,18.8,476.5,Severe,2020,7,6,0,139.88,1
Bangalore,06-07-2020,255.5,64,75.2,12.9,57.6,42.3,0.17,64.9,11.8,405.5,Severe,2020,7,6,0,81.82,1
Delhi,07-07-2020,326.9,196.1,69.4,137.1,12.8,31.1,5.65,48.8,76.7,476.9,Severe,2020,7,7,1,157.12,1
Mumbai,07-07-2020,488.2,587.2,169.5,92.2,215.5,12.3,2.92,75.9,43.9,112.2,Moderate,2020,7,7,1,257.48,-1
Chennai,07-07-2020,326.9,92,173,4.1,134.3,41.9,9.23,1.7,30.1,476.9,Severe,2020,7,7,1,90.96,1
Kolkata,07-07-2020,167.9,143.1,193.6,73.5,148.8,28.5,8.17,32.6,99.9,337,Very Poor,2020,7,7,1,103.4,1
Bangalore,07-07-2020,464.9,187.6,38.5,72.7,137.8,16.4,4.22,64.9,34.7,158.5,Moderate,2020,7,7,1,164.96,1
Delhi,08-07-2020,297.3,102.1,179.1,87.5,185,41,3.68,95.1,57.3,447.3,Severe,2020,7,8,2,127.86,1
Mumbai,08-07-2020,318.1,518.7,181,132,248.3,13.7,1.58,68.5,39.8,468.1,Severe,2020,7,8,2,215.42,1
Chennai,08-07-2020,206.5,526.1,174.5,48.7,53.4,17.5,0.21,49.3,0,366.6,Very Poor,2020,7,8,2,166.12,1
Kolkata,08-07-2020,439.4,285.5,161.7,23.6,58.3,40.5,0.33,71.8,108.4,235.5,Poor,2020,7,8,2,185.74,1
Bangalore,08-07-2020,62.9,482.9,1.5,57.6,204.7,2.3,5.19,38.2,90.5,475.5,Severe,2020,7,8,2,146.42,1
Delhi,09-07-2020,495.6,130.3,199.1,56.3,104.1,23.4,5.66,84.2,138.5,156.4,Moderate,2020,7,9,3,180.98,1
Mumbai,09-07-2020,479.4,147.6,186.9,102.1,33.2,43.5,3.92,75.4,79.5,132,Moderate,2020,7,9,3,176.8,1
Chennai,09-07-2020,322.3,444.6,102.7,145.6,220.8,0.6,7.99,67.8,196.9,472.3,Severe,2020,7,9,3,235.44,1
Kolkata,09-07-2020,245.4,163.3,86.3,80.2,18.7,15.4,6.95,15.2,62.7,396.5,Very Poor,2020,7,9,3,113.36,1
Bangalore,09-07-2020,445.4,143.4,102.9,23.2,28.6,10.9,2.27,29.8,164.9,195.4,Moderate,2020,7,9,3,161.34,1
Delhi,10-07-2020,313.4,248.8,56,2.2,59.3,28.8,3.9,16.1,156.3,463.4,Severe,2020,7,10,4,147.36,1
Mumbai,10-07-2020,400.1,526.9,0.3,135.7,244.2,22.3,0.78,91.4,118.8,155.7,Moderate,2020,7,10,4,254.58,1
Chennai,10-07-2020,281.1,435.6,120.8,134.9,239.3,44.3,2.56,89,192.2,431.1,Severe,2020,7,10,4,226.56,1
Kolkata,10-07-2020,188.8,397.2,93.9,16.8,44.5,12.3,1.01,3.3,123.3,358.9,Very Poor,2020,7,10,4,145.88,1
Bangalore,10-07-2020,15.5,216.2,102.5,136.6,207.9,15.6,1.74,45.4,24.6,177.5,Moderate,2020,7,10,4,87.66,1
Delhi,11-07-2020,465.5,536.1,198.7,62.8,83,18.6,4.21,67.6,39.8,127.4,Moderate,2020,7,11,5,234.36,1
Mumbai,11-07-2020,11.5,280.5,160,29.2,32,31.1,4.41,10.5,150.8,230.5,Poor,2020,7,11,5,96.5,1
Chennai,11-07-2020,422.1,339.9,142,71.6,27.8,23.7,8.32,41.6,169.7,289.9,Poor,2020,7,11,5,208.98,1
Kolkata,11-07-2020,324.7,415.5,47.7,27.5,18.2,34.2,4.95,15.7,184.6,474.7,Severe,2020,7,11,5,193.6,1
Bangalore,11-07-2020,457.8,358.3,169.8,135.1,236.6,23.4,4.65,59.7,176.8,310.1,Very Poor,2020,7,11,5,237.54,1
Delhi,12-07-2020,69.2,59.9,47.6,134.3,92.5,26.3,9.04,41.2,16.9,188,Moderate,2020,7,12,6,64.3,1
Mumbai,12-07-2020,328.9,73.7,66.4,47.5,224.6,24.4,0,73,121.1,478.9,Severe,2020,7,12,6,128.84,1
Chennai,12-07-2020,298.7,540.1,84.6,46.5,106.1,14.3,5.41,49.9,9.1,448.7,Severe,2020,7,12,6,188.86,1
Kolkata,12-07-2020,109,451.8,139.7,70.6,79.9,24.1,3.13,86,130.8,430.8,Severe,2020,7,12,6,169.64,1
Bangalore,12-07-2020,467.8,352.1,133.6,66.9,18.6,48,1.06,43,118.9,302.4,Very Poor,2020,7,12,6,209.74,1
Delhi,13-07-2020,86.1,464.9,164.7,31.3,190.2,6.8,4.71,15.3,76.5,449.6,Severe,2020,7,13,0,134.82,1
Mumbai,13-07-2020,350.6,545.6,112,76.5,172.2,2.9,9.56,69.5,3.8,194.5,Moderate,2020,7,13,0,209.2,1
Chennai,13-07-2020,146.5,404.2,187.3,126.5,108.3,17.4,7.81,16.3,31,367.7,Very Poor,2020,7,13,0,144.9,1
Kolkata,13-07-2020,492.9,180.7,110.6,8.1,225.3,4.6,0.57,18.6,159.4,187.3,Moderate,2020,7,13,0,171.94,1
Bangalore,13-07-2020,228.2,72.4,70.7,45.8,53,15.6,2.72,88.9,26.4,383.3,Very Poor,2020,7,13,0,92.34,1
Delhi,14-07-2020,468.3,395.6,193.6,113.1,67.2,16.2,8.65,1.8,157.1,356.9,Very Poor,2020,7,14,1,227.18,1
Mumbai,14-07-2020,215.8,151.7,187,10.8,130.4,10.7,0.88,2.4,60.2,373.8,Very Poor,2020,7,14,1,88.18,1
Chennai,14-07-2020,354.2,584.9,126.5,142.3,174.9,42.6,8.86,64.4,125.2,185.7,Moderate,2020,7,14,1,254.2,-1
Kolkata,14-07-2020,71,214.2,64.6,87.4,75.9,30,3.13,97.5,120.2,176.2,Moderate,2020,7,14,1,118.06,1
Bangalore,14-07-2020,481,300.6,97.7,79,161.7,30.7,5.46,17.7,18.9,250.6,Poor,2020,7,14,1,179.44,1
Delhi,15-07-2020,210.3,514.4,191.2,64.3,114.5,9.7,9.43,17.7,163.8,369.5,Very Poor,2020,7,15,2,194.1,1
Mumbai,15-07-2020,377.2,359.8,22.9,86.5,151.8,13.3,3.49,34.4,156.9,312,Very Poor,2020,7,15,2,202.96,1
Chennai,15-07-2020,457.8,162.1,78,106.9,75.1,33,4.27,48.3,131.2,145.6,Moderate,2020,7,15,2,181.26,1
Kolkata,15-07-2020,217.2,490.8,20.9,3.6,35.9,23,5.4,69.8,45.8,486.8,Severe,2020,7,15,2,165.44,1
Bangalore,15-07-2020,499.3,467.2,156,90.4,231.1,17.2,4.51,57.8,15.9,452.9,Severe,2020,7,15,2,226.12,1
